id,text,canonized,text_length,description,random,regex,sanskrit,translation,notes
215.1,,,5,i-an-aa-s-.,⚄ random: ba-i-j-la-ta,.saa?ani,*.saaani,,
216.1,,,5,.a-.-va-sa-as,⚄ random: ta-ta-na-ya-na,assa?va?..a?,*assava..a,,
217.1,,,4,aa-an-ma-ma,⚄ random: ta-i-s-i,ma?ma?anaa?,*mamaanaa,,
218.1,,,4,.a-.-an-sas,⚄ random: ta-ta-i-l,sasan..a?,*sasan..a,,
218.2,,,2,ja-da,⚄ random: ja-ta,da?ja?,"रज
raja",O gratifier[√रज् + अच्],
219.1,,,4,ya-.-ma-.,⚄ random: ma-ta-ya-ta,.ma?.ya?,*.ma.ya,,
220.1,,,4,i-y-pa-ma,⚄ random: ba-ka-ka-i,ma?pa?yi,*mapayi,,
221.1,,,3,na-ma-ta,⚄ random: na-i-s,ta?ma?na?,*tamana,,
222.1,,,4,ra-sa-ma-ta,⚄ random: ma-da-ma-sa,ta?ma?sa?ra?,*tamasara,,
222.2,,,4,an-annaa-da-asaas,⚄ random: i-m-ma-ra,asaasda?annaa?an,*asaasdaannaaan,,
222.3,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
223.1,,,6,an-aa-.-ma-va-ra,⚄ random: i-a-t-i-n-ba,ra?va?ma?.aa?an,*ravama.aaan,,
224.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
225.1,,,3,nasan-an-mama,⚄ random: ra-i-d,mama?annasan,*mamaannasan,,
225.2,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
226.1,,,3,.a-.-.,⚄ random: ta-ta-ta,...a?,*...a,,
226.2,,,3,i-s-.,⚄ random: ba-da-ta,.si,*.si,,
227.1,,,2,i-y,⚄ random: ba-la,yi,*yi,,
228.1,,,5,an-aa-a-a-s,⚄ random: i-p-ja-ca-da,saaaa?an,*saaaaan,,
228.2,,,4,an-aa-.-sa,⚄ random: ja-pa-ta-da,sa?.aa?an,*sa.aaan,,
229.1,,,5,an-aa-a-a-s,⚄ random: i-p-ja-ca-da,saaaa?an,*saaaaan,,
229.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
230.1,,,2,.a-an,⚄ random: ta-ja,an.a?,*an.a,,
231.1,,,6,.a-aa-r-as-an-.,⚄ random: ta-ja-na-na-i-t,.anasraa?.a?,*.anasraa.a,,
232.1,,,2,ra-pa,⚄ random: la-ma,pa?ra?,"पर
para",Supreme[RV],
233.1,,,4,ra-ca-an-na,⚄ random: ja-ga-aa-n,na?anca?ra?,*naancara,,
234.1,,,3,ra-an-va,⚄ random: ma-ma-ba,va?anra?,*vaanra,,
234.2,,,4,i-y-aa-m,⚄ random: ba-ya-ma-va,maa?yi,*maayi,,
235.1,,,2,ra-aa,⚄ random: ga-ra,aa?ra?,"अर
ara",spoke[RV],
235.2,,,2,an-.,⚄ random: i-t,.an,*.an,,
236.1,,,2,ma-as,⚄ random: ya-na,asma?,"अहम्
aham",I[अस्मद्],
237.1,,,5,i-a-an-ma-ja,⚄ random: ba-ta-i-i-p,ja?ma?anai,*jamaanai,,
238.1,,,2,.a-aa,⚄ random: ta-ta,aa?.a?,*aa.a,,
239.1,,,3,i-a-.,⚄ random: ba-ta-ta,.ai,*.ai,,
239.2,,,3,.a-.-.,⚄ random: ta-ta-ta,...a?,*...a,,
240.1,,,2,ya-ma,⚄ random: ma-na,ma?ya?,"मय
maya",horse[VS]/Injurer[√मी],
241.1,,,2,an-ra,⚄ random: ga-i,ra?an,*raan,,
241.2,,,3,i-m-.,⚄ random: ba-ka-ta,.mi,*.mi,,
242.1,,,1,ya,⚄ random: ya,ya?,"य
ya",him[यद्],
243.1,,,2,na-as,⚄ random: va-ya,asna?,*asna,,
243.2,,,1,.a,⚄ random: ta,.a?,*.a,,
244.1,,,4,ya-ba-aa-i,⚄ random: ya-ja-pa-ba,iaa?ba?ya?,*iaabaya,,
245.1,,,3,ya-ma-.,⚄ random: ma-na-ta,.ma?ya?,*.maya,,
246.1,,,5,an-aa-p-va-ra,⚄ random: i-i-l-na-ra,ra?va?paa?an,*ravapaaan,,
247.1,,,2,i-a,⚄ random: ba-ta,ai,*ai,,
247.2,,,1,.a,⚄ random: ta,.a?,*.a,,
248.1,,,2,an-as,⚄ random: i-t,asan,"अश्न
aśna",voracious[RV],
249.1,,,3,i-d-sa,⚄ random: ba-ta-ta,sa?di,*sadi,,
249.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
250.1,,,1,ma,⚄ random: i,ma?,"मा
mā",to me[माम्],
250.2,,,2,va-an,⚄ random: sa-ma,anva?,"आनव
ānava",kind to men[RV],
252.1,,,1,ma,⚄ random: i,ma?,"मा
mā",to me[माम्],
252.2,,,1,.a,⚄ random: ta,.a?,*.a,,
253.1,,,3,na-i-.,⚄ random: na-ba-ta,.ina?,*.ina,,
254.1,,,3,i-an-.,⚄ random: ba-i-t,.ani,*.ani,,
255.1,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
255.2,,,2,i-ak,⚄ random: ba-ta,aki,"आकि
āki",go tortuously[√अक् भा 3s.],
256.1,,,5,an-sas-va-la-.,⚄ random: i-l-na-sa-ta,.la?va?sasan,*.lavasasan,,
257.1,,,5,ya-sa-an-ma-da,⚄ random: ya-la-da-ya-la,da?ma?ansa?ya?,*damaansaya,,
257.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
258.1,,,4,i-n-ma-sa,⚄ random: ba-na-i-a,sa?ma?ni,*samani,,
258.2,,,5,an-ja-ra-ra-.,⚄ random: ja-ja-u-b-ta,.ra?ra?ja?an,*.rarajaan,,
259.1,,,9,i-an-ma-sa-da-ma-as-va-ra,⚄ random: ba-i-k-ga-la-la-ya-na-ra,ra?va?asma?da?sa?ma?ani,"रव असमद्-शमनी
rava asamad-śamanī",Roarer[√रु] peaceful[ŚBr] destroyer[MBh],
260.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
260.2,,,3,i-an-sa,⚄ random: ba-i-l,sa?ani,*saani,,
261.1,,,3,aa-m-ma,⚄ random: ta-ga-sa,ma?maa?,*mamaa,,
262.1,,,4,.a-aa-a-r,⚄ random: ta-ca-pa-na,raaa?.a?,*raaa.a,,
262.2,,,2,an-ja,⚄ random: ja-ja,ja?an,*jaan,,
263.1,,,2,an-ca,⚄ random: ja-u,ca?an,*caan,,
263.2,,,2,an-ayaa,⚄ random: ga-ya,ayaa?an,*ayaaan,,
264.1,,,4,i-y-ta-sa,⚄ random: ba-ya-u-d,sa?ta?yi,*satayi,,
264.2,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
265.1,,,3,i-an-sa,⚄ random: ba-i-l,sa?ani,*saani,,
265.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
266.1,,,4,i-an-ra-na,⚄ random: ba-i-j-da,na?ra?ani,*naraani,,
267.1,,,3,i-an-sa,⚄ random: ba-i-l,sa?ani,*saani,,
267.2,,,2,.a-an,⚄ random: ta-ja,an.a?,*an.a,,
268.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
268.2,,,2,ra-.,⚄ random: va-ta,.ra?,*.ra,,
269.1,,,3,an-ra-va,⚄ random: i-l-ba,va?ra?an,*varaan,,
270.1,,,3,as-an-ba,⚄ random: ta-ma-ra,ba?anas,*baanas,,
270.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
271.1,,,2,sa-ma,⚄ random: da-ka,ma?sa?,*masa,,
271.2,,,1,.a,⚄ random: ta,.a?,*.a,,
272.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
273.1,,,3,i-an-ba,⚄ random: ba-i-b,ba?ani,*baani,,
273.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
274.1,,,3,ya-aa-m,⚄ random: ka-ma-va,maa?ya?,*maaya,,
274.2,,,2,an-ca,⚄ random: ja-u,ca?an,"चण
caṇa",Injurer[√चण्],
275.1,,,1,.a,⚄ random: ta,.a?,*.a,,
275.2,,,2,an-.,⚄ random: ja-ta,.an,*.an,,
276.1,,,1,ra,⚄ random: la,ra?,"र
ra",giving[Śiś],
277.1,,,3,.a-da-i,⚄ random: ta-ta-ba,ida?.a?,*ida.a,,
277.2,,,2,na-ma,⚄ random: na-i,ma?na?,*mana,,
278.1,,,5,nna-aa-a-v-aa,⚄ random: ka-ta-ca-ma-ma,aa?vaaa?nna?,*aavaaanna,,
279.1,,,2,ra-.,⚄ random: ba-ta,.ra?,*.ra,,
280.1,,,5,an-aa-m-va-ra,⚄ random: i-j-sa-na-ba,ra?va?maa?an,*ravamaaan,,
280.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
281.1,,,2,i-a,⚄ random: ba-ma,ai,"ऐ
ai",(addressing particle),
282.1,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
282.2,,,2,na-ma,⚄ random: na-i,ma?na?,"मन
mana",remember[√म्ना लोट्],
283.1,,,2,ja-an,⚄ random: ja-ja,anja?,*anja,,
283.2,,,2,sa-.,⚄ random: ya-ta,.sa?,*.sa,,
284.1,,,5,aa-an-aaa-va-ra,⚄ random: ta-i-k-na-ra,ra?va?aaa?anaa?,*ravaaaaanaa,,
285.1,,,2,an-da,⚄ random: i-m,da?an,*daan,,
285.2,,,2,.a-ja,⚄ random: ta-ja,ja?.a?,*ja.a,,
286.1,,,2,.a-ja,⚄ random: ta-ja,ja?.a?,*ja.a,,
286.2,,,2,an-.,⚄ random: i-t,.an,*.an,,
287.1,,,2,.a-.,⚄ random: ta-ta,..a?,*..a,,
287.2,,,4,ra-aa-m-.,⚄ random: ma-ma-va-ta,.maa?ra?,*.maara,,
288.1,,,3,an-as-ra,⚄ random: i-y-ra,ra?asan,*raasan,,
289.1,,,3,an-.-ta,⚄ random: i-t-ba,ta?.an,*ta.an,,
290.1,,,2,ja-an,⚄ random: ja-ja,anja?,"अञ्ज
añja",the Shining one[√अञ्ज्],
290.2,,,3,na-.-ma,⚄ random: na-ta-va,ma?.na?,*ma.na,,
291.1,,,11,an-ra-va-ka-aa-m-da-ma-ma-ta-sa,⚄ random: i-s-ba-ma-ya-va-la-va-i-s-pa,sa?ta?ma?ma?da?maa?ka?va?ra?an,"हट ममद माखवरम्
haṭa mamada mākhavaram",O Shining one; I enjoyed the sacrificial gifts,RV 1.83.3 thy power brings blessing to the sacrificer pouring gifts.
292.1,,,4,an-aa-t-ja,⚄ random: i-j-u-p,ja?taa?an,*jataaan,,
293.1,,,6,ma-aa-n-va-ri-sa,⚄ random: i-v-na-na-ya-da,sa?riva?naa?ma?,"हरीवनाम
harīvanāma",Golden[RV] appearance[RV],
294.1,,,6,an-ra-ma-da-sa-ma,⚄ random: i-j-ga-ja-ma-ga,ma?sa?da?ma?ra?an,"महत्-अमरम्
mahat-amaram",The great[RV] deity[MBh],
295.1,,,3,ra-da-i,⚄ random: ma-ta-ba,ida?ra?,*idara,,
295.2,,,2,an-aa,⚄ random: i-s,aa?an,"आन
āna",that one breathed[RV 10.129.2],
296.1,,,4,an-na-va-.,⚄ random: i-v-na-ta,.va?na?an,*.vanaan,,
297.1,,,3,na-ma-ma,⚄ random: na-ga-sa,ma?ma?na?,*mamana,,
297.2,,,3,i-an-sa,⚄ random: ba-i-d,sa?ani,*saani,,
298.1,,,4,i-an-.-.,⚄ random: ba-i-t-ta,..ani,*..ani,,
298.2,,,3,.a-.-.,⚄ random: ta-ta-ta,...a?,*...a,,
299.1,,,1,ra,⚄ random: ja,ra?,"र
ra",giving[Śiś],
300.1,,,4,an-asaa-an-ra,⚄ random: i-s-da-i,ra?anasaa?an,*raanasaaan,,
300.2,,,6,an-ja-ra-ma-ma-i,⚄ random: ja-ja-u-d-ka-ba,ima?ma?ra?ja?an,"इमम् रजम्
imam rajam",This mist[Sri Rudram 9.8],
301.1,,,2,an-aa,⚄ random: ja-pa,aa?an,*aaan,,
301.2,,,3,i-an-.,⚄ random: ba-i-t,.ani,*.ani,,
302.1,,,2,an-da,⚄ random: i-m,da?an,*daan,,
302.2,,,2,ma-an,⚄ random: i-j,anma?,*anma,,
303.1,,,6,ya-ra-ma-ja-va-ra,⚄ random: ma-ja-i-p-na-ra,ra?va?ja?ma?ra?ya?,"रवज मर्य
ravaja marya",O Rudra-born Maruts,
304.1,,,3,ta-va-ja,⚄ random: ca-ba-ja,ja?va?ta?,*javata,,
304.2,,,2,ma-ja,⚄ random: va-ja,ja?ma?,*jama,,
305.1,,,1,i,⚄ random: ba,i,"ई
ī",(interj)[Pāṇ],
305.2,,,1,ka,⚄ random: va,ka?,"क
ka",joy[Nir],
306.1,,,3,an-aa-s,⚄ random: i-j-la,saa?an,"शाण
śāṇa",hempen[ŚBr],
307.1,,,3,.a-ra-ba,⚄ random: ta-ja-ba,ba?ra?.a?,*bara.a,,
307.2,,,1,ca,⚄ random: u,ca?,"च
ca",also[Pāṇ],
308.1,,,2,an-ja,⚄ random: ja-ja,ja?an,"जन
jana",Generator[RV],
308.2,,,2,.a-ma,⚄ random: ta-i,ma?.a?,*ma.a,,
309.1,,,3,an-ra-ca,⚄ random: i-a-g,ca?ra?an,*caraan,,
310.1,,,3,ta-va-ja,⚄ random: ca-ba-ja,ja?va?ta?,*javata,,
310.2,,,2,ja-ma,⚄ random: ja-va,ma?ja?,"मज
maja",Roarer[√मज्],
311.1,,,5,i-an-tara-ma-ta,⚄ random: ba-i-i-i-c,ta?ma?tara?ani,"तमत्राणि
tamatrāṇi",dark[RV] and protected[MBh],
311.2,,,3,an-ma-ca,⚄ random: ja-i-g,ca?ma?an,*camaan,,
312.1,,,1,na,⚄ random: sa,na?,"न
na",praised[TS] ,
313.1,,,3,ma-as-ma,⚄ random: ta-na-i,ma?asma?,*maasma,,
313.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
314.1,,,2,an-papa,⚄ random: i-y,papa?an,*papaan,,
315.1,,,3,ra-pa-va,⚄ random: ja-la-na,va?pa?ra?,"वप्र
vapra",river bank[MBh],
316.1,,,3,an-aa-m,⚄ random: i-j-sa,maa?an,*maaan,,
316.2,,,2,ja-an,⚄ random: ja-ja,anja?,"अञ्ज
añja",the Shining one[√अञ्ज्],
317.1,,,3,i-nmn-sa,⚄ random: ba-i-d,sa?nmni,*sanmni,,
317.2,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
318.1,,,2,ma-sa,⚄ random: i-a,sa?ma?,"शं
śaṃ",bless[RV],
319.1,,,6,i-m-i-b-aa-a,⚄ random: ba-va-ba-va-i-c,aaa?bimi,"आ-भीमी
ā-bhīmī",From[RV] the terrible[RV] one,
320.1,,,5,ra-va-sa-anaara-as,⚄ random: ra-ma-da-ma-na,asanaara?sa?va?ra?,*asanaarasavara,,
321.1,,,5,aa-an-aaa-an-ga,⚄ random: ta-i-k-da-i,ga?anaaa?anaa?,"गणाना[म्]
gaṇānā[m]","Of the Gaṇās[RV 2.23.1], Brahmanaspati/Ganapati prayer",
322.1,,,6,na-ja-an-ma-ta-sa,⚄ random: na-ja-aa-n-sa-pa,sa?ta?ma?anja?na?,"हठ-मञ्जन्
haṭha-mañjan",O violent[R] Screamer[√मञ्ज्],
323.1,,,2,va-ra,⚄ random: na-ra,ra?va?,*rava,,
324.1,,,3,i-an-.,⚄ random: ba-i-t,.ani,*.ani,,
325.1,,,2,.a-an,⚄ random: ta-i,an.a?,*an.a,,
326.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
327.1,,,1,an,⚄ random: i,an,"आन
āna",that one breathed[RV 10.129.2],
328.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
329.1,,,2,ya-ja,⚄ random: u-j,ja?ya?,*jaya,,
330.1,,,1,an,⚄ random: ja,an,"आन
āna",that one breathed[RV 10.129.2],
331.1,,,1,aa,⚄ random: pa,aa?,"अ
a",(voc.)[T],
332.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
333.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
334.1,,,1,ca,⚄ random: u,ca?,"च
ca",also[Pāṇ],
335.1,,,1,as,⚄ random: na,as,"अस्
as",shine![√अस्],
336.1,,,1,an,⚄ random: ma,an,"आन
āna",that one breathed[RV 10.129.2],
337.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
338.1,,,4,an-ga-aa-i,⚄ random: i-i-t-ba,iaa?ga?an,*iaagaan,,
339.1,,,1,aa,⚄ random: ca,aa?,"अ
a",(voc.)[T],
340.1,,,1,aa,⚄ random: ca,aa?,"अ
a",(voc.)[T],
341.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
342.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
343.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
344.1,,,1,ca,⚄ random: ga,ca?,"च
ca",also[Pāṇ],
345.1,,,1,ja,⚄ random: pa,ja?,"ज
ja",born[Mn],
346.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
347.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
348.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
349.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
350.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
351.1,,,1,aa,⚄ random: pa,aa?,"अ
a",(voc.)[T],
352.1,,,1,aa,⚄ random: pa,aa?,"अ
a",(voc.)[T],
353.1,,,1,ca,⚄ random: ga,ca?,"च
ca",also[Pāṇ],
354.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
355.1,,,2,aa- -sa,⚄ random: pa-u-d,sa? aa?,"सा
sā",she,
356.1,,,1,va,⚄ random: na,va?,"व
va",similar[MBh],
357.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
358.1,,,1,aa,⚄ random: pa,aa?,"अ
a",(voc.)[T],
359.1,,,1,ja,⚄ random: ja,ja?,"ज
ja",born[Mn],
360.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
361.1,,,1,ca,⚄ random: ga,ca?,"च
ca",also[Pāṇ],
362.1,,,2,ja-.,⚄ random: pa-ta,.ja?,*.ja,,
363.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
364.1,,,2,ja-ja,⚄ random: pa-pa,ja?ja?,"जज
jaja",Warrior[√जज्],
365.1,,,1,anan,⚄ random: da,anan,"आनम्
ānam",subdue[RV],
366.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
367.1,,,1,sa,⚄ random: da,sa?,"ह
ha",verily[Ved] ,
368.1,,,3,i-n-.,⚄ random: ba-na-ta,.ni,*.ni,,
369.1,,,1,aka,⚄ random: ya,aka?,"आ-ख
ā-kha",from[RV] the sky[ŚBr],
369.2,,,2,an-ta,⚄ random: i-a,ta?an,*taan,,
370.1,,,8,sa-an-ma-an-sa-va-da-aa,⚄ random: sa-i-d-i-l-na-la-u,aa?da?va?sa?anma?ansa?,"आधव संमनस्
ādhava saṃmanas","O Stirrer[Puśan], the single minded one[AV]",
370.2,,,6,an-sa-an-ma-ma-i,⚄ random: ja-da-i-d-ka-ba,ima?ma?ansa?an,"इमम् अंशम्
imam aṃśam",This (Soma) cup,
371.1,,,2,an-sa,⚄ random: ja-da,sa?an,"शं
śaṃ",bless[RV],
371.2,,,4,an-aa-a-t,⚄ random: i-p-ca-u,taaa?an,*taaaan,,
372.1,,,1,ajaa,⚄ random: ka,ajaa?,"अजा
ajā",N. of Prakṛti/Māyā,
373.1,,,2,ja-an,⚄ random: ja-ja,anja?,"अञ्ज
añja",the Shining one[√अञ्ज्],
373.2,,,3,as-ja-aa,⚄ random: na-pa-ma,aa?ja?as,"ओजस्
ojas",vigour[RV] ,
374.1,,,5,.a-ya-aaa-aa-r,⚄ random: ta-ma-ca-ca-ra,raa?aaa?ya?.a?,*raaaaaya.a,,
374.2,,,4,ra-ja-ma-as,⚄ random: la-pa-ya-na,asma?ja?ra?,*asmajara,,
375.1,,,2,an-sa,⚄ random: ja-ka,sa?an,"शम्
śam",blessing[RV],
375.2,,,4,ta-an-ja-u,⚄ random: sa-ja-ja-ra,uja?anta?,*ujaanta,,
376.1,,,2,an-ja,⚄ random: ja-ja,ja?an,*jaan,,
376.2,,,4,i-an-ra-.,⚄ random: ba-i-l-ta,.ra?ani,*.raani,,
